common_dates,common_symbols,recon_only_dates,cache_only_dates,recon_only_symbols,cache_only_symbols,mean_weight_l1,p50_weight_l1,p95_weight_l1,max_weight_l1,mean_gross_diff,max_gross_diff,mean_return_diff_bps,p50_return_diff_bps,p95_return_diff_bps,max_return_diff_bps,mean_beta_diff,max_beta_diff,verdict,canonical_path
2768,516,0,0,0,0,0.17748805109043572,0.12050619952728629,0.548378196774516,0.8974156902094038,2.330345293739942e-16,1.5543122344752192e-15,5.169818369302248,1.8388188216806223,22.269427367027266,137.6475774801582,0.0020288681946741423,0.053690180674833,C - BLOCKING DIFF,unresolved; temporary analysis source remains results/pillar5_artifacts/v3_weights.parquet
