t_jump,sharpe_recon_post_jump,sharpe_cache_post_jump,sharpe_abs_diff,return_corr_post_jump,recon_top10_short_concentration_mean,recon_top10_short_concentration_p95,recon_p95_participation_at_5m,recon_naive_participation_aum_ceiling_usd,recon_borrow_feasible_by_5_4_rule,recon_live_readiness_aum_ceiling_usd,cache_top10_short_concentration_mean,cache_top10_short_concentration_p95,cache_p95_participation_at_5m,cache_naive_participation_aum_ceiling_usd,cache_borrow_feasible_by_5_4_rule,cache_live_readiness_aum_ceiling_usd,no_go_invariant_both_lt_5m,severity_classification
2014-04-01,0.49177274970348756,0.4985926275723455,0.00681987786885796,0.9929898134807319,0.49860550739782344,0.9950020985193205,0.007491478930027347,33371289.440718994,False,0.0,0.4865081342545345,0.9765989076277433,0.007041532259955603,35504046.986201346,False,0.0,True,"cosmetic economically, despite weight-level mismatch"
