borrow_cost_bps_annualized,ann_return,ann_sharpe,max_dd,break_even_borrow_cost_bps
0,0.04581473948709913,0.4979589547477875,-0.173214464109555,708.7160549434534
50,0.04214834489923058,0.4628278926479231,-0.1754953138297568,708.7160549434534
100,0.03849475304777816,0.42769683054805874,-0.17776990307189344,708.7160549434534
200,0.03122579959412608,0.35743470634833,-0.18815262931565457,708.7160549434534
