date,variant,rolling_12m_drawdown
2014-03-28,V1_raw_fm_weekly_adv20,0.0
2014-03-31,V1_raw_fm_weekly_adv20,0.0
2014-04-01,V1_raw_fm_weekly_adv20,0.0
2014-04-02,V1_raw_fm_weekly_adv20,-0.001365438122884477
2014-04-03,V1_raw_fm_weekly_adv20,-0.026832193907423862
2014-04-04,V1_raw_fm_weekly_adv20,-0.03964634015491941
2014-04-07,V1_raw_fm_weekly_adv20,-0.05163761598724059
2014-04-08,V1_raw_fm_weekly_adv20,-0.050049223678240606
2014-04-09,V1_raw_fm_weekly_adv20,-0.03119732728921909
2014-04-10,V1_raw_fm_weekly_adv20,-0.055205118474355275
2014-04-11,V1_raw_fm_weekly_adv20,-0.06319573070751461
2014-04-14,V1_raw_fm_weekly_adv20,-0.06823030796498897
2014-04-15,V1_raw_fm_weekly_adv20,-0.06893073954545936
2014-04-16,V1_raw_fm_weekly_adv20,-0.05595373523341507
2014-04-17,V1_raw_fm_weekly_adv20,-0.054131946896152194
2014-04-21,V1_raw_fm_weekly_adv20,-0.04853839416670713
2014-04-22,V1_raw_fm_weekly_adv20,-0.03151397120090216
2014-04-23,V1_raw_fm_weekly_adv20,-0.04329163996627661
2014-04-24,V1_raw_fm_weekly_adv20,-0.05289252167520064
2014-04-25,V1_raw_fm_weekly_adv20,-0.06744276970397556
2014-04-28,V1_raw_fm_weekly_adv20,-0.08573431367049922
2014-04-29,V1_raw_fm_weekly_adv20,-0.07015056568666345
2014-04-30,V1_raw_fm_weekly_adv20,-0.06816480480720355
2014-05-01,V1_raw_fm_weekly_adv20,-0.06017122124549579
2014-05-02,V1_raw_fm_weekly_adv20,-0.05992523431298069
2014-05-05,V1_raw_fm_weekly_adv20,-0.05821943028374221
2014-05-06,V1_raw_fm_weekly_adv20,-0.07005980086286778
2014-05-07,V1_raw_fm_weekly_adv20,-0.08737127647227338
2014-05-08,V1_raw_fm_weekly_adv20,-0.09888980236853762
2014-05-09,V1_raw_fm_weekly_adv20,-0.09348792654571403
2014-05-12,V1_raw_fm_weekly_adv20,-0.07514413819974097
2014-05-13,V1_raw_fm_weekly_adv20,-0.07704166819239433
2014-05-14,V1_raw_fm_weekly_adv20,-0.07891686507937135
2014-05-15,V1_raw_fm_weekly_adv20,-0.07884016269771954
2014-05-16,V1_raw_fm_weekly_adv20,-0.08740392083346182
2014-05-19,V1_raw_fm_weekly_adv20,-0.08511001835172272
2014-05-20,V1_raw_fm_weekly_adv20,-0.09371219689914834
2014-05-21,V1_raw_fm_weekly_adv20,-0.09457407528785133
2014-05-22,V1_raw_fm_weekly_adv20,-0.08593303250168094
2014-05-23,V1_raw_fm_weekly_adv20,-0.08181098093791317
2014-05-27,V1_raw_fm_weekly_adv20,-0.06769398721022224
2014-05-28,V1_raw_fm_weekly_adv20,-0.07181434981955492
2014-05-29,V1_raw_fm_weekly_adv20,-0.06878845415204227
2014-05-30,V1_raw_fm_weekly_adv20,-0.07756580716023576
2014-06-02,V1_raw_fm_weekly_adv20,-0.08345985813391299
2014-06-03,V1_raw_fm_weekly_adv20,-0.0828392804428617
2014-06-04,V1_raw_fm_weekly_adv20,-0.0792430300895014
2014-06-05,V1_raw_fm_weekly_adv20,-0.06870488851186674
2014-06-06,V1_raw_fm_weekly_adv20,-0.06725305946839755
2014-06-09,V1_raw_fm_weekly_adv20,-0.06719043060765917
2014-06-10,V1_raw_fm_weekly_adv20,-0.06889507273040019
2014-06-11,V1_raw_fm_weekly_adv20,-0.059232867468010264
2014-06-12,V1_raw_fm_weekly_adv20,-0.058848799998663326
2014-06-13,V1_raw_fm_weekly_adv20,-0.05436305517869888
2014-06-16,V1_raw_fm_weekly_adv20,-0.04578626877588032
2014-06-17,V1_raw_fm_weekly_adv20,-0.03367194358183778
2014-06-18,V1_raw_fm_weekly_adv20,-0.03547426310051072
2014-06-19,V1_raw_fm_weekly_adv20,-0.03744444403548752
2014-06-20,V1_raw_fm_weekly_adv20,-0.03681839346244509
2014-06-23,V1_raw_fm_weekly_adv20,-0.03391284800796335
2014-06-24,V1_raw_fm_weekly_adv20,-0.02911068314552201
2014-06-25,V1_raw_fm_weekly_adv20,-0.03253667356587875
2014-06-26,V1_raw_fm_weekly_adv20,-0.02120283661568878
2014-06-27,V1_raw_fm_weekly_adv20,-0.020915979125952555
2014-06-30,V1_raw_fm_weekly_adv20,-0.017487004120885663
2014-07-01,V1_raw_fm_weekly_adv20,-0.01397398387113713
2014-07-02,V1_raw_fm_weekly_adv20,-0.015512746920207765
2014-07-03,V1_raw_fm_weekly_adv20,-0.015607481409547486
2014-07-07,V1_raw_fm_weekly_adv20,-0.02480452901425878
2014-07-08,V1_raw_fm_weekly_adv20,-0.036091095878523105
2014-07-09,V1_raw_fm_weekly_adv20,-0.039744366399532605
2014-07-10,V1_raw_fm_weekly_adv20,-0.036199147717320135
2014-07-11,V1_raw_fm_weekly_adv20,-0.03285492063159057
2014-07-14,V1_raw_fm_weekly_adv20,-0.03397512620613263
2014-07-15,V1_raw_fm_weekly_adv20,-0.04059407361826417
2014-07-16,V1_raw_fm_weekly_adv20,-0.045453588161726066
2014-07-17,V1_raw_fm_weekly_adv20,-0.04917992977134911
2014-07-18,V1_raw_fm_weekly_adv20,-0.04316001824700377
2014-07-21,V1_raw_fm_weekly_adv20,-0.04102083307302873
2014-07-22,V1_raw_fm_weekly_adv20,-0.04121714332240478
2014-07-23,V1_raw_fm_weekly_adv20,-0.03448338831662345
2014-07-24,V1_raw_fm_weekly_adv20,-0.02851300068246354
2014-07-25,V1_raw_fm_weekly_adv20,-0.02914335003778512
2014-07-28,V1_raw_fm_weekly_adv20,-0.030687505768470236
2014-07-29,V1_raw_fm_weekly_adv20,-0.023074041903101805
2014-07-30,V1_raw_fm_weekly_adv20,-0.01537610316643434
2014-07-31,V1_raw_fm_weekly_adv20,-0.01578745609536425
2014-08-01,V1_raw_fm_weekly_adv20,-0.01410674078893348
2014-08-04,V1_raw_fm_weekly_adv20,-0.012917406943471876
2014-08-05,V1_raw_fm_weekly_adv20,-0.007342351215206211
2014-08-06,V1_raw_fm_weekly_adv20,-0.002327209575981315
2014-08-07,V1_raw_fm_weekly_adv20,-0.0010514666071275158
2014-08-08,V1_raw_fm_weekly_adv20,0.0
2014-08-11,V1_raw_fm_weekly_adv20,0.0
2014-08-12,V1_raw_fm_weekly_adv20,-0.0051035471018898715
2014-08-13,V1_raw_fm_weekly_adv20,-0.002343645270670547
2014-08-14,V1_raw_fm_weekly_adv20,-0.0004966613650607687
2014-08-15,V1_raw_fm_weekly_adv20,0.0
2014-08-18,V1_raw_fm_weekly_adv20,0.0
2014-08-19,V1_raw_fm_weekly_adv20,0.0
2014-08-20,V1_raw_fm_weekly_adv20,0.0
2014-08-21,V1_raw_fm_weekly_adv20,-0.0036946301146798532
2014-08-22,V1_raw_fm_weekly_adv20,-0.0011538927114571607
2014-08-25,V1_raw_fm_weekly_adv20,0.0
2014-08-26,V1_raw_fm_weekly_adv20,0.0
2014-08-27,V1_raw_fm_weekly_adv20,0.0
2014-08-28,V1_raw_fm_weekly_adv20,0.0
2014-08-29,V1_raw_fm_weekly_adv20,0.0
2014-09-02,V1_raw_fm_weekly_adv20,-0.00031813179100825817
2014-09-03,V1_raw_fm_weekly_adv20,-0.009098410177702299
2014-09-04,V1_raw_fm_weekly_adv20,-0.013041244327683832
2014-09-05,V1_raw_fm_weekly_adv20,-0.01102993979975364
2014-09-08,V1_raw_fm_weekly_adv20,-0.007208432055370251
2014-09-09,V1_raw_fm_weekly_adv20,-0.011309574903290542
2014-09-10,V1_raw_fm_weekly_adv20,-0.0018619176412408844
2014-09-11,V1_raw_fm_weekly_adv20,0.0
2014-09-12,V1_raw_fm_weekly_adv20,0.0
2014-09-15,V1_raw_fm_weekly_adv20,-0.008617143667519755
2014-09-16,V1_raw_fm_weekly_adv20,-0.010467730845837742
2014-09-17,V1_raw_fm_weekly_adv20,-0.010561054650568336
2014-09-18,V1_raw_fm_weekly_adv20,-0.011003597533077114
2014-09-19,V1_raw_fm_weekly_adv20,-0.013367904767187855
2014-09-22,V1_raw_fm_weekly_adv20,-0.021533653194388824
2014-09-23,V1_raw_fm_weekly_adv20,-0.01492927638944741
2014-09-24,V1_raw_fm_weekly_adv20,-0.011654833381345986
2014-09-25,V1_raw_fm_weekly_adv20,-0.013513765084340434
2014-09-26,V1_raw_fm_weekly_adv20,-0.014869093489284446
2014-09-29,V1_raw_fm_weekly_adv20,-0.01995988338174126
2014-09-30,V1_raw_fm_weekly_adv20,-0.02364220828947372
2014-10-01,V1_raw_fm_weekly_adv20,-0.026503501524731576
2014-10-02,V1_raw_fm_weekly_adv20,-0.021132168654490524
2014-10-03,V1_raw_fm_weekly_adv20,-0.02073345795510717
2014-10-06,V1_raw_fm_weekly_adv20,-0.02130049442090165
2014-10-07,V1_raw_fm_weekly_adv20,-0.0223348342618791
2014-10-08,V1_raw_fm_weekly_adv20,-0.02153350959728173
2014-10-09,V1_raw_fm_weekly_adv20,-0.024885515119239088
2014-10-10,V1_raw_fm_weekly_adv20,-0.030577536972471786
2014-10-13,V1_raw_fm_weekly_adv20,-0.0396484421784421
2014-10-14,V1_raw_fm_weekly_adv20,-0.032896921110093014
2014-10-15,V1_raw_fm_weekly_adv20,-0.02333656663978856
2014-10-16,V1_raw_fm_weekly_adv20,-0.00907517926081558
2014-10-17,V1_raw_fm_weekly_adv20,-0.010038486987614559
2014-10-20,V1_raw_fm_weekly_adv20,0.0
2014-10-21,V1_raw_fm_weekly_adv20,0.0
2014-10-22,V1_raw_fm_weekly_adv20,-0.008011731979741143
2014-10-23,V1_raw_fm_weekly_adv20,-0.0034217191320445872
2014-10-24,V1_raw_fm_weekly_adv20,-0.005200884917853643
2014-10-27,V1_raw_fm_weekly_adv20,-0.015999807497056207
2014-10-28,V1_raw_fm_weekly_adv20,-0.008621185056012726
2014-10-29,V1_raw_fm_weekly_adv20,-0.007274284346912352
2014-10-30,V1_raw_fm_weekly_adv20,-0.0008186976854764882
2014-10-31,V1_raw_fm_weekly_adv20,0.0
2014-11-03,V1_raw_fm_weekly_adv20,-0.001489170223525238
2014-11-04,V1_raw_fm_weekly_adv20,-0.010935089171272505
2014-11-05,V1_raw_fm_weekly_adv20,-0.016138493248850416
2014-11-06,V1_raw_fm_weekly_adv20,-0.012125844558230292
2014-11-07,V1_raw_fm_weekly_adv20,-0.005872358109104137
2014-11-10,V1_raw_fm_weekly_adv20,-0.007428174240129537
2014-11-11,V1_raw_fm_weekly_adv20,-0.0001363147383465213
2014-11-12,V1_raw_fm_weekly_adv20,-0.00027329689784472144
2014-11-13,V1_raw_fm_weekly_adv20,-0.00013307680814078626
2014-11-14,V1_raw_fm_weekly_adv20,0.0
2014-11-17,V1_raw_fm_weekly_adv20,-0.002833096629347054
2014-11-18,V1_raw_fm_weekly_adv20,0.0
2014-11-19,V1_raw_fm_weekly_adv20,-0.005414625891977942
2014-11-20,V1_raw_fm_weekly_adv20,0.0
2014-11-21,V1_raw_fm_weekly_adv20,0.0
2014-11-24,V1_raw_fm_weekly_adv20,0.0
2014-11-25,V1_raw_fm_weekly_adv20,0.0
2014-11-26,V1_raw_fm_weekly_adv20,-0.0027082554335783326
2014-11-28,V1_raw_fm_weekly_adv20,-0.017736056741939565
2014-12-01,V1_raw_fm_weekly_adv20,-0.024084901232225175
2014-12-02,V1_raw_fm_weekly_adv20,-0.02565684842904581
2014-12-03,V1_raw_fm_weekly_adv20,-0.026887320608143583
2014-12-04,V1_raw_fm_weekly_adv20,-0.029180373870472454
2014-12-05,V1_raw_fm_weekly_adv20,-0.026084347239146766
2014-12-08,V1_raw_fm_weekly_adv20,-0.03372773683199082
2014-12-09,V1_raw_fm_weekly_adv20,-0.026554651675695817
2014-12-10,V1_raw_fm_weekly_adv20,-0.03969357217662706
2014-12-11,V1_raw_fm_weekly_adv20,-0.03733317233105016
2014-12-12,V1_raw_fm_weekly_adv20,-0.039592359443669234
2014-12-15,V1_raw_fm_weekly_adv20,-0.047644999071872696
2014-12-16,V1_raw_fm_weekly_adv20,-0.048728791099103774
2014-12-17,V1_raw_fm_weekly_adv20,-0.035383286228898525
2014-12-18,V1_raw_fm_weekly_adv20,-0.028573949394307463
2014-12-19,V1_raw_fm_weekly_adv20,-0.022569067994842817
2014-12-22,V1_raw_fm_weekly_adv20,-0.028842890637464702
2014-12-23,V1_raw_fm_weekly_adv20,-0.030583586657986217
2014-12-24,V1_raw_fm_weekly_adv20,-0.027509827211977256
2014-12-26,V1_raw_fm_weekly_adv20,-0.023045077216819365
2014-12-29,V1_raw_fm_weekly_adv20,-0.021824809324402117
2014-12-30,V1_raw_fm_weekly_adv20,-0.023643973709983057
2014-12-31,V1_raw_fm_weekly_adv20,-0.02316816801684407
2015-01-02,V1_raw_fm_weekly_adv20,-0.019470130303558708
2015-01-05,V1_raw_fm_weekly_adv20,-0.029295771401024684
2015-01-06,V1_raw_fm_weekly_adv20,-0.030618938921941674
2015-01-07,V1_raw_fm_weekly_adv20,-0.03102203310430096
2015-01-08,V1_raw_fm_weekly_adv20,-0.02563251717873416
2015-01-09,V1_raw_fm_weekly_adv20,-0.024916281634321247
2015-01-12,V1_raw_fm_weekly_adv20,-0.0287145102175157
2015-01-13,V1_raw_fm_weekly_adv20,-0.02947293384164762
2015-01-14,V1_raw_fm_weekly_adv20,-0.036067724467540474
2015-01-15,V1_raw_fm_weekly_adv20,-0.041464720635800756
2015-01-16,V1_raw_fm_weekly_adv20,-0.03986039479497239
2015-01-20,V1_raw_fm_weekly_adv20,-0.04180191288877344
2015-01-21,V1_raw_fm_weekly_adv20,-0.03434740813188231
2015-01-22,V1_raw_fm_weekly_adv20,-0.03376024690966151
2015-01-23,V1_raw_fm_weekly_adv20,-0.028846197969241483
2015-01-26,V1_raw_fm_weekly_adv20,-0.01794542041909397
2015-01-27,V1_raw_fm_weekly_adv20,-0.01921797947745052
2015-01-28,V1_raw_fm_weekly_adv20,-0.027277127506514343
2015-01-29,V1_raw_fm_weekly_adv20,-0.026378292006096205
2015-01-30,V1_raw_fm_weekly_adv20,-0.03255174025093899
2015-02-02,V1_raw_fm_weekly_adv20,-0.01942404051539015
2015-02-03,V1_raw_fm_weekly_adv20,-0.0072114096571000985
2015-02-04,V1_raw_fm_weekly_adv20,-0.019643893439026172
2015-02-05,V1_raw_fm_weekly_adv20,-0.012482427279943864
2015-02-06,V1_raw_fm_weekly_adv20,-0.015263571169892742
2015-02-09,V1_raw_fm_weekly_adv20,-0.01683629049451152
2015-02-10,V1_raw_fm_weekly_adv20,-0.00777205716121776
2015-02-11,V1_raw_fm_weekly_adv20,-0.015496609913406845
2015-02-12,V1_raw_fm_weekly_adv20,-0.013656100892121326
2015-02-13,V1_raw_fm_weekly_adv20,-0.012248189872083648
2015-02-17,V1_raw_fm_weekly_adv20,-0.017671070819682222
2015-02-18,V1_raw_fm_weekly_adv20,-0.010574085004777078
2015-02-19,V1_raw_fm_weekly_adv20,-0.01591033845131362
2015-02-20,V1_raw_fm_weekly_adv20,-0.005776784832511317
2015-02-23,V1_raw_fm_weekly_adv20,-0.008176384458890684
2015-02-24,V1_raw_fm_weekly_adv20,-0.0053479750825363714
2015-02-25,V1_raw_fm_weekly_adv20,-0.0033861753278576767
2015-02-26,V1_raw_fm_weekly_adv20,-0.009931790677757957
2015-02-27,V1_raw_fm_weekly_adv20,-0.00414965339934914
2015-03-02,V1_raw_fm_weekly_adv20,-0.020822071748818338
2015-03-03,V1_raw_fm_weekly_adv20,-0.015747784877064075
2015-03-04,V1_raw_fm_weekly_adv20,-0.00893045150663474
2015-03-05,V1_raw_fm_weekly_adv20,-0.008572615457139388
2015-03-06,V1_raw_fm_weekly_adv20,-0.019777648364419975
2015-03-09,V1_raw_fm_weekly_adv20,-0.03162731679718478
2015-03-10,V1_raw_fm_weekly_adv20,-0.03407382730306352
2015-03-11,V1_raw_fm_weekly_adv20,-0.02803738622274632
2015-03-12,V1_raw_fm_weekly_adv20,-0.031916364409391385
2015-03-13,V1_raw_fm_weekly_adv20,-0.030135934602879
2015-03-16,V1_raw_fm_weekly_adv20,-0.03690446594948482
2015-03-17,V1_raw_fm_weekly_adv20,-0.03175184340244119
2015-03-18,V1_raw_fm_weekly_adv20,-0.030329899886830436
2015-03-19,V1_raw_fm_weekly_adv20,-0.030588264453635494
2015-03-20,V1_raw_fm_weekly_adv20,-0.02561942161884867
2015-03-23,V1_raw_fm_weekly_adv20,-0.0155384331923758
2015-03-24,V1_raw_fm_weekly_adv20,-0.0004218608598718365
2015-03-25,V1_raw_fm_weekly_adv20,-0.002488320646604647
2015-03-26,V1_raw_fm_weekly_adv20,0.0
2015-03-27,V1_raw_fm_weekly_adv20,-0.011462396234497407
2015-03-30,V1_raw_fm_weekly_adv20,-0.003247658237724216
2015-03-31,V1_raw_fm_weekly_adv20,-0.013209287353483035
2015-04-01,V1_raw_fm_weekly_adv20,-0.029560853615976712
2015-04-02,V1_raw_fm_weekly_adv20,-0.025177068833852068
2015-04-06,V1_raw_fm_weekly_adv20,0.0
2015-04-07,V1_raw_fm_weekly_adv20,0.0
2015-04-08,V1_raw_fm_weekly_adv20,0.0
2015-04-09,V1_raw_fm_weekly_adv20,0.0
2015-04-10,V1_raw_fm_weekly_adv20,-0.01688334811449932
2015-04-13,V1_raw_fm_weekly_adv20,0.0
2015-04-14,V1_raw_fm_weekly_adv20,0.0
2015-04-15,V1_raw_fm_weekly_adv20,0.0
2015-04-16,V1_raw_fm_weekly_adv20,0.0
2015-04-17,V1_raw_fm_weekly_adv20,-0.013620939410587174
2015-04-20,V1_raw_fm_weekly_adv20,-0.013583453661148104
2015-04-21,V1_raw_fm_weekly_adv20,-0.011333939097780465
2015-04-22,V1_raw_fm_weekly_adv20,-0.02253573609341608
2015-04-23,V1_raw_fm_weekly_adv20,-0.012196886927849149
2015-04-24,V1_raw_fm_weekly_adv20,-0.004146701785596285
2015-04-27,V1_raw_fm_weekly_adv20,0.0
2015-04-28,V1_raw_fm_weekly_adv20,0.0
2015-04-29,V1_raw_fm_weekly_adv20,-0.018977610917775722
2015-04-30,V1_raw_fm_weekly_adv20,-0.018127309063341368
2015-05-01,V1_raw_fm_weekly_adv20,-0.029379611362541747
2015-05-04,V1_raw_fm_weekly_adv20,-0.029236854127107192
2015-05-05,V1_raw_fm_weekly_adv20,-0.037124360172917314
2015-05-06,V1_raw_fm_weekly_adv20,-0.022244652743614424
2015-05-07,V1_raw_fm_weekly_adv20,0.0
2015-05-08,V1_raw_fm_weekly_adv20,0.0
2015-05-11,V1_raw_fm_weekly_adv20,-0.003707088106117973
2015-05-12,V1_raw_fm_weekly_adv20,-0.023050098239087657
2015-05-13,V1_raw_fm_weekly_adv20,-0.027288116515856387
2015-05-14,V1_raw_fm_weekly_adv20,-0.02912965959359748
2015-05-15,V1_raw_fm_weekly_adv20,-0.029595050140508006
2015-05-18,V1_raw_fm_weekly_adv20,-0.017537173158948205
2015-05-19,V1_raw_fm_weekly_adv20,-0.026921863802182866
2015-05-20,V1_raw_fm_weekly_adv20,-0.016429901193087626
2015-05-21,V1_raw_fm_weekly_adv20,-0.013579591396284618
2015-05-22,V1_raw_fm_weekly_adv20,-0.027659392694728946
2015-05-26,V1_raw_fm_weekly_adv20,-0.0374949952495256
2015-05-27,V1_raw_fm_weekly_adv20,-0.05092282788806801
2015-05-28,V1_raw_fm_weekly_adv20,-0.04885455934569305
2015-05-29,V1_raw_fm_weekly_adv20,-0.050438426333301645
2015-06-01,V1_raw_fm_weekly_adv20,-0.043109576644093095
2015-06-02,V1_raw_fm_weekly_adv20,-0.028752007888268483
2015-06-03,V1_raw_fm_weekly_adv20,-0.027998390356344216
2015-06-04,V1_raw_fm_weekly_adv20,-0.026577911061603232
2015-06-05,V1_raw_fm_weekly_adv20,-0.03596207254069361
2015-06-08,V1_raw_fm_weekly_adv20,-0.0469763184880162
2015-06-09,V1_raw_fm_weekly_adv20,-0.04800211198546922
2015-06-10,V1_raw_fm_weekly_adv20,-0.0500571424759636
2015-06-11,V1_raw_fm_weekly_adv20,-0.061321636338973584
2015-06-12,V1_raw_fm_weekly_adv20,-0.06230671117393194
2015-06-15,V1_raw_fm_weekly_adv20,-0.06539492472507658
2015-06-16,V1_raw_fm_weekly_adv20,-0.07984343310780684
2015-06-17,V1_raw_fm_weekly_adv20,-0.09028464895203936
2015-06-18,V1_raw_fm_weekly_adv20,-0.08649880167420099
2015-06-19,V1_raw_fm_weekly_adv20,-0.08398991684889512
2015-06-22,V1_raw_fm_weekly_adv20,-0.08422928821859832
2015-06-23,V1_raw_fm_weekly_adv20,-0.08547074842461277
2015-06-24,V1_raw_fm_weekly_adv20,-0.09490021840345997
2015-06-25,V1_raw_fm_weekly_adv20,-0.09829821707299702
2015-06-26,V1_raw_fm_weekly_adv20,-0.11370289131577171
2015-06-29,V1_raw_fm_weekly_adv20,-0.11872053094063573
2015-06-30,V1_raw_fm_weekly_adv20,-0.12172289557057736
2015-07-01,V1_raw_fm_weekly_adv20,-0.13291608503633623
2015-07-02,V1_raw_fm_weekly_adv20,-0.13014469806054452
2015-07-06,V1_raw_fm_weekly_adv20,-0.1315507850125116
2015-07-07,V1_raw_fm_weekly_adv20,-0.11966570596447024
2015-07-08,V1_raw_fm_weekly_adv20,-0.11726457271033808
2015-07-09,V1_raw_fm_weekly_adv20,-0.11205410715787167
2015-07-10,V1_raw_fm_weekly_adv20,-0.11494489804242136
2015-07-13,V1_raw_fm_weekly_adv20,-0.1173916640189594
2015-07-14,V1_raw_fm_weekly_adv20,-0.11129203294120105
2015-07-15,V1_raw_fm_weekly_adv20,-0.11296971166062997
2015-07-16,V1_raw_fm_weekly_adv20,-0.10652269909669798
2015-07-17,V1_raw_fm_weekly_adv20,-0.10609072603152725
2015-07-20,V1_raw_fm_weekly_adv20,-0.12308286914289956
2015-07-21,V1_raw_fm_weekly_adv20,-0.11856552966433709
2015-07-22,V1_raw_fm_weekly_adv20,-0.11799017901461029
2015-07-23,V1_raw_fm_weekly_adv20,-0.12599125965499336
2015-07-24,V1_raw_fm_weekly_adv20,-0.14235599898982987
2015-07-27,V1_raw_fm_weekly_adv20,-0.14148417056604434
2015-07-28,V1_raw_fm_weekly_adv20,-0.1383918680612678
2015-07-29,V1_raw_fm_weekly_adv20,-0.15067958957126615
2015-07-30,V1_raw_fm_weekly_adv20,-0.15241938646370046
2015-07-31,V1_raw_fm_weekly_adv20,-0.15578612750992793
2015-08-03,V1_raw_fm_weekly_adv20,-0.1618768178926211
2015-08-04,V1_raw_fm_weekly_adv20,-0.16417574072933805
2015-08-05,V1_raw_fm_weekly_adv20,-0.17245661571417592
2015-08-06,V1_raw_fm_weekly_adv20,-0.17391162611318012
2015-08-07,V1_raw_fm_weekly_adv20,-0.1775751185263028
2015-08-10,V1_raw_fm_weekly_adv20,-0.17389290966527338
2015-08-11,V1_raw_fm_weekly_adv20,-0.18566654593725507
2015-08-12,V1_raw_fm_weekly_adv20,-0.17770959704027756
2015-08-13,V1_raw_fm_weekly_adv20,-0.1880496371939553
2015-08-14,V1_raw_fm_weekly_adv20,-0.1919281888343305
2015-08-17,V1_raw_fm_weekly_adv20,-0.1860259550676352
2015-08-18,V1_raw_fm_weekly_adv20,-0.1974017896431547
2015-08-19,V1_raw_fm_weekly_adv20,-0.20424063866356745
2015-08-20,V1_raw_fm_weekly_adv20,-0.21443159984933002
2015-08-21,V1_raw_fm_weekly_adv20,-0.20813790929197717
2015-08-24,V1_raw_fm_weekly_adv20,-0.2128829639904971
2015-08-25,V1_raw_fm_weekly_adv20,-0.21484837465532824
2015-08-26,V1_raw_fm_weekly_adv20,-0.22005745698170187
2015-08-27,V1_raw_fm_weekly_adv20,-0.19796356688563888
2015-08-28,V1_raw_fm_weekly_adv20,-0.1925052566842993
2015-08-31,V1_raw_fm_weekly_adv20,-0.19347989594706705
2015-09-01,V1_raw_fm_weekly_adv20,-0.1998588247094355
2015-09-02,V1_raw_fm_weekly_adv20,-0.19641583637009785
2015-09-03,V1_raw_fm_weekly_adv20,-0.19358152555550412
2015-09-04,V1_raw_fm_weekly_adv20,-0.1948827838388224
2015-09-08,V1_raw_fm_weekly_adv20,-0.19575454908804812
2015-09-09,V1_raw_fm_weekly_adv20,-0.1973270319814947
2015-09-10,V1_raw_fm_weekly_adv20,-0.20945433174084982
2015-09-11,V1_raw_fm_weekly_adv20,-0.22189130975342441
2015-09-14,V1_raw_fm_weekly_adv20,-0.22614769223590292
2015-09-15,V1_raw_fm_weekly_adv20,-0.21614258207866655
2015-09-16,V1_raw_fm_weekly_adv20,-0.20471320729426778
2015-09-17,V1_raw_fm_weekly_adv20,-0.2057002366210231
2015-09-18,V1_raw_fm_weekly_adv20,-0.2129788842249941
2015-09-21,V1_raw_fm_weekly_adv20,-0.2186771502172028
2015-09-22,V1_raw_fm_weekly_adv20,-0.2111405067830916
2015-09-23,V1_raw_fm_weekly_adv20,-0.23122980592278586
2015-09-24,V1_raw_fm_weekly_adv20,-0.22872642644586627
2015-09-25,V1_raw_fm_weekly_adv20,-0.23689876139917887
2015-09-28,V1_raw_fm_weekly_adv20,-0.24367894908996013
2015-09-29,V1_raw_fm_weekly_adv20,-0.2430007892517646
2015-09-30,V1_raw_fm_weekly_adv20,-0.23123522162290544
2015-10-01,V1_raw_fm_weekly_adv20,-0.23351109726174812
2015-10-02,V1_raw_fm_weekly_adv20,-0.218207810468815
2015-10-05,V1_raw_fm_weekly_adv20,-0.20762004066444917
2015-10-06,V1_raw_fm_weekly_adv20,-0.20149969402070222
2015-10-07,V1_raw_fm_weekly_adv20,-0.19142347968274454
2015-10-08,V1_raw_fm_weekly_adv20,-0.1913242822669542
2015-10-09,V1_raw_fm_weekly_adv20,-0.19066203984140007
2015-10-12,V1_raw_fm_weekly_adv20,-0.19567134266797448
2015-10-13,V1_raw_fm_weekly_adv20,-0.1910937393564246
2015-10-14,V1_raw_fm_weekly_adv20,-0.18886882540535732
2015-10-15,V1_raw_fm_weekly_adv20,-0.18942358429133554
2015-10-16,V1_raw_fm_weekly_adv20,-0.213434654278838
2015-10-19,V1_raw_fm_weekly_adv20,-0.2169996739360891
2015-10-20,V1_raw_fm_weekly_adv20,-0.2311045747256235
2015-10-21,V1_raw_fm_weekly_adv20,-0.24600722574808898
2015-10-22,V1_raw_fm_weekly_adv20,-0.2465163018430352
2015-10-23,V1_raw_fm_weekly_adv20,-0.24942273481153654
2015-10-26,V1_raw_fm_weekly_adv20,-0.25310229039869636
2015-10-27,V1_raw_fm_weekly_adv20,-0.24734010978067233
2015-10-28,V1_raw_fm_weekly_adv20,-0.24590540923858228
2015-10-29,V1_raw_fm_weekly_adv20,-0.24490158412684526
2015-10-30,V1_raw_fm_weekly_adv20,-0.24194171253877816
2015-11-02,V1_raw_fm_weekly_adv20,-0.23594815592720708
2015-11-03,V1_raw_fm_weekly_adv20,-0.23553591500306892
2015-11-04,V1_raw_fm_weekly_adv20,-0.224451781318735
2015-11-05,V1_raw_fm_weekly_adv20,-0.22771541778255877
2015-11-06,V1_raw_fm_weekly_adv20,-0.2304640285791777
2015-11-09,V1_raw_fm_weekly_adv20,-0.235698706721017
2015-11-10,V1_raw_fm_weekly_adv20,-0.24370879219086783
2015-11-11,V1_raw_fm_weekly_adv20,-0.2610716622513105
2015-11-12,V1_raw_fm_weekly_adv20,-0.2668024157321772
2015-11-13,V1_raw_fm_weekly_adv20,-0.2616316540525513
2015-11-16,V1_raw_fm_weekly_adv20,-0.26420631450662513
2015-11-17,V1_raw_fm_weekly_adv20,-0.2662268383159754
2015-11-18,V1_raw_fm_weekly_adv20,-0.2650549269436724
2015-11-19,V1_raw_fm_weekly_adv20,-0.26544585943849797
