factor_name,ic_mean_1d,ic_ir_1d,ic_tstat_1d,ic_hit_rate_1d,ic_mean_5d,ic_ir_5d,ic_mean_21d,ic_ir_21d,abs_ic_ir_1d,long_short_sharpe,direction_adjusted_ls_sharpe,monotonicity,monotonic_direction,fama_macbeth_coef,fama_macbeth_tstat,promising_candidate
momentum_12_1,0.012437556291710013,0.052197048259818794,2.606196058370392,0.5359005214600883,0.012272014592245044,0.05265654678846582,0.004574081419331744,0.021942774125584655,0.052197048259818794,0.08123904650156655,0.08123904650156655,-0.11515151515151514,none,3.781913315090102e-05,0.45180199840482954,False
short_term_reversal,0.0053016981693339415,0.02797407267289643,1.4656385286075169,0.5030965391621129,0.012961609349201353,0.07242629577854648,0.01987934142358731,0.12195167410289891,0.02797407267289643,0.4729160080955635,0.4729160080955635,0.8060606060606059,none,9.84166427665847e-05,1.2973211522334458,False
week_52_high,0.004286704528036571,0.01850663720279776,0.9510683118937032,0.5365391897008709,-0.004594403076917959,-0.020172461310336596,-0.014569130028924588,-0.06764702667050007,0.01850663720279776,-0.5851609591255593,-0.5851609591255593,-0.9272727272727272,none,-0.00017994598355431586,-1.8414329963204779,False
idiosyncratic_vol,0.0013390537992581904,0.00766734066689829,0.4003203664211881,0.4886280264123258,-0.00423352054604313,-0.024882473675153883,-0.01246957902965106,-0.07883623271449074,0.00766734066689829,-0.7655546484472074,-0.7655546484472074,-0.8909090909090909,none,-0.000186632944825288,-2.5519182282491366,False
realized_vol,0.0008284649333944222,0.0033224940605232267,0.17347110263185114,0.49229640498899485,-0.0073122597155321255,-0.030026395573687033,-0.021960282144010714,-0.09714839880598694,0.0033224940605232267,-0.5456831942403586,-0.5456831942403586,-0.9393939393939393,none,-0.0002055865090445676,-2.2522816273350705,False
beta_inverse,2.1272789198531987e-05,7.221663194197791e-05,0.0037705105090122086,0.4966984592809978,-0.006946286530193936,-0.024493747431458362,-0.02050141434836247,-0.07873326000223017,7.221663194197791e-05,-0.4148020797455972,-0.4148020797455972,-0.7696969696969697,none,-0.00013704250332327903,-1.3857599341177977,False
