portfolio,cost_bps,weighting,weights,annualized_return,annualized_sharpe,gross_annualized_sharpe,max_drawdown,average_daily_turnover,hit_rate,net_cumulative_return,average_daily_cost,n_days,break_even_cost_bps
dedup_3f_equal_weight_idio,0,equal,short_term_reversal=0.3333; idiosyncratic_vol=0.3333; week_52_high=0.3333,0.15273525770950958,0.8153859551232646,0.8153859551232646,-0.3162503270596023,0.26030235163298987,0.5074681238615665,3.7033950853370223,0.0,2745,24.63874923996544
dedup_3f_equal_weight_idio,5,equal,short_term_reversal=0.3333; idiosyncratic_vol=0.3333; week_52_high=0.3333,0.11526112254989385,0.6485556692498385,0.8153859551232646,-0.319881882180736,0.26030235163298987,0.49981785063752276,2.281452594264578,0.00013119428177932294,2745,24.63874923996544
dedup_3f_equal_weight_idio,10,equal,short_term_reversal=0.3333; idiosyncratic_vol=0.3333; week_52_high=0.3333,0.07900018455027102,0.4817396944443913,0.8153859551232646,-0.334836340067424,0.26030235163298987,0.49326047358834246,1.2892788117563878,0.0002623885635586459,2745,24.63874923996544
dedup_3f_equal_weight_idio,20,equal,short_term_reversal=0.3333; idiosyncratic_vol=0.3333; week_52_high=0.3333,0.009962703388115113,0.14816797207702037,0.8153859551232646,-0.3865729932331179,0.26030235163298987,0.4808743169398907,0.1140313476798438,0.0005247771271172918,2745,24.63874923996544
dedup_3f_fm_weighted_idio,0,fm_abs_tstat,short_term_reversal=0.2503; idiosyncratic_vol=0.4153; week_52_high=0.3345,0.14765534993656382,0.7979757787761371,0.7979757787761371,-0.2871028836204672,0.2131623003061929,0.51183970856102,3.482475943827782,0.0,2745,29.21494592981702
dedup_3f_fm_weighted_idio,5,fm_abs_tstat,short_term_reversal=0.2503; idiosyncratic_vol=0.4153; week_52_high=0.3345,0.11700993128054282,0.6602564001853574,0.7979757787761371,-0.2971347726189316,0.2131623003061929,0.5049180327868853,2.337939114475403,0.00010743535244940543,2745,29.21494592981702
dedup_3f_fm_weighted_idio,10,fm_abs_tstat,short_term_reversal=0.2503; idiosyncratic_vol=0.4153; week_52_high=0.3345,0.08717934927117788,0.5225560701159335,0.7979757787761371,-0.3192552444871811,0.2131623003061929,0.5012750455373406,1.4855569914294815,0.00021487070489881085,2745,29.21494592981702
dedup_3f_fm_weighted_idio,20,fm_abs_tstat,short_term_reversal=0.2503; idiosyncratic_vol=0.4153; week_52_high=0.3345,0.029876969971415424,0.24722489959981975,0.7979757787761371,-0.3711982454854418,0.2131623003061929,0.4870673952641166,0.3780626242927325,0.0004297414097976217,2745,29.21494592981702
