date,weight_l1,gross_diff,return_diff_bps,beta_diff
2023-01-20,0.3482105338708213,0.0,3.318690809822212,1.0408340855860843e-15
2023-01-23,0.36373546129401724,0.0,4.996575973215123,6.106226635438361e-16
2023-01-24,0.20519936816363352,4.440892098500626e-16,2.8116537321392516,3.8163916471489756e-16
2023-01-25,0.20411639156976755,0.0,8.276768464970814,9.71445146547012e-16
2023-01-26,0.20412017967280383,0.0,1.5335406955035384,5.689893001203927e-16
2023-01-27,0.1897300915605667,0.0,10.051412440387555,5.759281940243e-16
2023-01-30,0.19226398498432057,4.440892098500626e-16,0.7111580728417881,4.85722573273506e-17
2023-01-31,0.23165488275704005,2.220446049250313e-16,1.3251945790446977,1.4432899320127035e-15
2023-02-01,0.24624531702160035,2.220446049250313e-16,13.091478565429938,2.636779683484747e-16
2023-02-02,0.2502501832856121,0.0,1.578981429815919,1.2906342661267445e-15
2023-02-03,0.28616552873154405,4.440892098500626e-16,4.236904847786556,4.440892098500626e-16
2023-02-06,0.29971226251884814,8.881784197001252e-16,2.35599978251377,1.1379786002407855e-15
2023-02-07,0.1687791671418713,2.220446049250313e-16,12.091362233941904,1.3877787807814457e-17
2023-02-08,0.16174235080083116,2.220446049250313e-16,3.6434581110632283,2.3592239273284576e-16
2023-02-09,0.1935891688384636,0.0,8.19478489519427,2.914335439641036e-16
2023-02-10,0.19472652309542238,0.0,3.467737388172312,1.1102230246251565e-16
2023-02-13,0.1961898259388269,1.3322676295501878e-15,3.5787692433411276,4.440892098500626e-16
2023-02-14,0.38793071685203456,4.440892098500626e-16,3.5775758815872982,1.3877787807814457e-16
2023-02-15,0.3758256544233022,2.220446049250313e-16,10.616537318705769,9.71445146547012e-17
2023-02-16,0.37996164699135937,4.440892098500626e-16,17.166694237285267,2.498001805406602e-16
2023-02-17,0.380109895221397,4.440892098500626e-16,3.4616587121176337,9.71445146547012e-17
2023-02-21,0.37779888588847743,4.440892098500626e-16,0.05449067326327925,4.163336342344337e-16
2023-02-22,0.3749089032953423,0.0,28.35799924683559,2.498001805406602e-16
2023-02-23,0.3726194146700103,2.220446049250313e-16,1.0446069841602967,1.0547118733938987e-15
2023-02-24,0.36683183667247066,2.220446049250313e-16,10.14537493514974,1.1102230246251565e-15
2023-02-27,0.3880319836097145,6.661338147750939e-16,6.480415579415421,7.771561172376096e-16
2023-02-28,0.3883955217405991,0.0,15.27250749508858,2.7755575615628914e-16
2023-03-01,0.4404954468397215,0.0,10.540522902794262,1.6653345369377348e-16
2023-03-02,0.44078934693554317,0.0,9.919119392881376,1.1102230246251565e-15
2023-03-03,0.44022947440055604,4.440892098500626e-16,3.664800005345522,7.494005416219807e-16
2023-03-06,0.42637888571597565,0.0,16.62504951902335,3.608224830031759e-16
2023-03-07,0.4241227807085435,0.0,18.267491156202528,9.43689570931383e-16
2023-03-08,0.6688287737458753,2.220446049250313e-16,33.596183370823375,4.0245584642661925e-16
2023-03-09,0.6559842286347508,0.0,45.635733412203926,3.3306690738754696e-16
2023-03-10,0.5738430341448225,4.440892098500626e-16,3.635759952021478,1.1102230246251565e-16
2023-03-13,0.6384214969572362,4.440892098500626e-16,42.99134083946955,6.106226635438361e-16
2023-03-14,0.5703262106214312,2.220446049250313e-16,19.892661932915217,1.1102230246251565e-16
2023-03-15,0.47943144066417265,4.440892098500626e-16,6.124366105640412,6.106226635438361e-16
2023-03-16,0.42073478393169295,0.0,10.893888937830026,3.608224830031759e-16
2023-03-17,0.4398679749491377,0.0,8.562343402058687,1.3877787807814457e-16
2023-03-20,0.42007667463954246,6.661338147750939e-16,8.40243248342404,3.0531133177191805e-16
2023-03-21,0.41773036176409417,0.0,20.278821085628582,3.3306690738754696e-16
2023-03-22,0.3348952126459086,0.0,6.436520084165953,6.938893903907228e-16
2023-03-23,0.4523141392424059,0.0,8.775234411168148,3.3306690738754696e-16
2023-03-24,0.4422586629235603,0.0,11.127627915889963,5.551115123125783e-16
2023-03-27,0.48053173222294615,4.440892098500626e-16,13.65738258743688,6.938893903907228e-16
2023-03-28,0.544302415052182,6.661338147750939e-16,11.775467451508725,3.885780586188048e-16
2023-03-29,0.5855258032094846,0.0,12.971402790826298,1.3877787807814457e-16
2023-03-30,0.576008662919474,0.0,25.39616017364062,6.800116025829084e-16
2023-03-31,0.5614969017535629,4.440892098500626e-16,13.248496936137204,4.163336342344337e-17
2023-04-03,0.5650354420100601,0.0,22.351022386518803,2.3592239273284576e-16
2023-04-04,0.6493661878487526,0.0,4.976376377711107,2.220446049250313e-16
2023-04-05,0.5364294963226552,0.0,20.617944008597398,6.661338147750939e-16
2023-04-06,0.535109964447448,2.220446049250313e-16,3.208726149435065,6.661338147750939e-16
2023-04-10,0.5321877873640641,0.0,12.643193275642394,4.440892098500626e-16
2023-04-11,0.564114115172701,0.0,28.370947405676297,8.326672684688674e-16
2023-04-12,0.5885529713567136,0.0,3.651214165270554,2.220446049250313e-16
2023-04-13,0.02712834463725393,0.0,0.5311211868632847,8.604228440844963e-16
2023-04-14,0.062199896630964494,4.440892098500626e-16,1.0216432212501945,1.0269562977782698e-15
2023-04-17,0.05295394424453971,0.0,2.204092861936707,1.3877787807814457e-16
2023-04-18,0.07073211550056518,6.661338147750939e-16,2.9040561012300037,1.942890293094024e-16
2023-04-19,0.04710605562927821,4.440892098500626e-16,0.8360897645861253,4.996003610813204e-16
2023-04-20,0.04103002379559606,4.440892098500626e-16,0.9831267374908401,4.440892098500626e-16
2023-04-21,0.03905333565781885,0.0,0.8569984496003235,4.718447854656915e-16
2023-04-24,0.03705967597905434,0.0,1.2491019464227386,9.020562075079397e-16
2023-04-25,0.057325786424417505,2.220446049250313e-16,0.3781046793921699,5.967448757360216e-16
2023-04-26,0.04854557947222779,4.440892098500626e-16,1.858096222661712,2.7755575615628914e-16
2023-04-27,0.27296153110244,2.220446049250313e-16,26.42921311965222,0.0
2023-04-28,0.591842835481106,0.0,20.687263930890126,5.551115123125783e-17
2023-05-01,0.4789272204377206,4.440892098500626e-16,16.90930659987984,1.0547118733938987e-15
2023-05-02,0.4347721032714017,4.440892098500626e-16,29.71958185843372,1.6653345369377348e-16
2023-05-03,0.42561676329486486,2.220446049250313e-16,41.215690293705315,5.551115123125783e-17
2023-05-04,0.26920243020231455,0.0,13.298053508423706,2.498001805406602e-16
2023-05-05,0.2544921355355919,0.0,1.6432538393180853,4.718447854656915e-16
2023-05-08,0.3075684436663093,6.661338147750939e-16,11.588740515333669,0.0
2023-05-09,0.2822406980185541,0.0,0.8068587918114329,5.551115123125783e-16
2023-05-10,0.30284989490086806,4.440892098500626e-16,17.28318886425221,1.0408340855860843e-15
2023-05-11,0.48348772986374877,0.0,25.211426609513296,6.938893903907228e-16
2023-05-12,0.4778426539069728,0.0,15.260385065007636,8.326672684688674e-16
2023-05-15,0.5037767976251553,0.0,105.49092536055512,2.7755575615628914e-16
2023-05-16,0.5300040131583236,0.0,3.346508755084788,9.298117831235686e-16
2023-05-17,0.5025713468610722,0.0,19.83967906536684,1.3877787807814457e-16
2023-05-18,0.6598284615878789,0.0,32.288721779240575,9.575673587391975e-16
2023-05-19,0.6071090227925863,4.440892098500626e-16,1.5975836282361,2.0816681711721685e-16
2023-05-22,0.6117968752084152,0.0,22.421092195133994,3.608224830031759e-16
2023-05-23,0.6372869937611538,4.440892098500626e-16,67.81706456628156,2.498001805406602e-16
2023-05-24,0.6994742264817639,0.0,17.670730944257773,8.326672684688674e-17
2023-05-25,0.28744477300089355,0.0,19.696267518459937,1.3877787807814457e-17
2023-05-26,0.28485065177142077,6.661338147750939e-16,14.630657983323703,6.938893903907228e-17
2023-05-30,0.27653831136818824,0.0,4.975199149488433,1.1102230246251565e-16
2023-05-31,0.29201392509976065,0.0,5.060378955864609,9.992007221626409e-16
2023-06-01,0.3123497578081702,4.440892098500626e-16,8.387234919373546,4.3021142204224816e-16
2023-06-02,0.03900874763039995,2.220446049250313e-16,0.9024544840155382,9.159339953157541e-16
2023-06-05,0.03726384984735609,0.0,0.308163228732658,6.106226635438361e-16
2023-06-06,0.03863512538993315,0.0,1.9540501696862709,7.216449660063518e-16
2023-06-07,0.03681014237707183,2.220446049250313e-16,2.281915543868732,3.885780586188048e-16
2023-06-08,0.03440034790604407,4.440892098500626e-16,0.4822118313519124,1.6653345369377348e-16
2023-06-09,0.11460177452361556,4.440892098500626e-16,2.3493276548303568,4.163336342344337e-17
2023-06-12,0.15551240688435986,2.220446049250313e-16,2.2726805888967316,7.771561172376096e-16
2023-06-13,0.15226618852618,0.0,4.0896959224707246,7.771561172376096e-16
2023-06-14,0.18391981742520375,4.440892098500626e-16,0.6944614126802671,1.3877787807814457e-17
2023-06-15,0.20224065754714074,0.0,2.8382232972789643,4.85722573273506e-16
