factor_name,ic_mean_1d,ic_ir_1d,ic_tstat_1d,ic_hit_rate_1d,ic_mean_5d,ic_ir_5d,ic_mean_21d,ic_ir_21d,abs_ic_ir_1d,long_short_sharpe,direction_adjusted_ls_sharpe,monotonicity,monotonic_direction,fama_macbeth_coef,fama_macbeth_tstat,promising_candidate
momentum_12_1,0.010570169169442478,0.05918418402298751,2.955063404175595,0.5443241075010028,0.009884809489290054,0.05576375309419205,0.0020541484321492183,0.012696398118877612,0.05918418402298751,0.005614393049805944,0.005614393049805944,-0.006060606060606061,none,2.773861224458379e-05,0.41158861482703196,False
week_52_high,0.00516538207374644,0.029516070077031952,1.5168503404635414,0.541082923135176,-0.00016117761814189588,-0.0009259628937246827,-0.006141137013250728,-0.03675152043683924,0.029516070077031952,-0.6966822809699651,-0.6966822809699651,-0.8060606060606059,none,-0.000167937992830263,-2.1050301995725356,False
short_term_reversal,0.003769467162076887,0.027280115491887566,1.4292802051848468,0.4990892531876138,0.00840712389741556,0.0638727160451415,0.009939399810108834,0.08110842730726954,0.027280115491887566,0.6032325481664361,0.6032325481664361,0.7575757575757575,none,9.622770533437259e-05,1.5749439945417205,False
idiosyncratic_vol,0.002537643394952171,0.02107836781059925,1.1005249788794345,0.5025678650036683,-0.0014482546446540174,-0.012278542186850823,-0.0068923706637226195,-0.059576430797108906,0.02107836781059925,-0.8548648370415428,-0.8548648370415428,-0.43030303030303024,none,-0.00015425819248551665,-2.6134940723292797,False
realized_vol,0.0021329568600291287,0.01284173056585268,0.670481006250105,0.49816581071166544,-0.0035337951442693818,-0.021805268743875943,-0.012440258710025607,-0.08099290748319359,0.01284173056585268,-0.6410352487914363,-0.6410352487914363,-0.8303030303030302,none,-0.00016855617274136463,-2.3483328003465176,False
beta_inverse,0.0013105882968821073,0.006357626890061746,0.3319387564434769,0.5051357300073368,-0.003106161608849997,-0.015722694616804454,-0.009639266534708046,-0.05355847515569493,0.006357626890061746,-0.32235762006659135,-0.32235762006659135,-0.6242424242424242,none,-0.00010374173774089163,-1.366156898867188,False
